terrain,arm,seed,hash,occupancy,population,extinct,frozen,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seedinvestment_founder,seedinvestment_final,seedinvestment_delta,waterefficiency_founder,waterefficiency_final,waterefficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisturetolerance_founder,moisturetolerance_final,moisturetolerance_delta,temperaturetolerance_founder,temperaturetolerance_final,temperaturetolerance_delta,nutrientuptake_founder,nutrientuptake_final,nutrientuptake_delta,seedlingresilience_founder,seedlingresilience_final,seedlingresilience_delta,seedproductionrate_founder,seedproductionrate_final,seedproductionrate_delta
flat,contest-off,42,10809610938925410602,0.91667,47,0,0,224,16,0.4,0.45146,0.05146,0.44,0.54696,0.10696,0.48,0.57824,0.09824,0.52,0.50257,-0.01743,0.56,0.62679,0.06679,0.6,0.66972,0.06972,0.56667,0.38661,-0.18006,0.53333,0.49269,-0.04064,0.5,0.44832,-0.05168,0.46667,0.46562,-0.00105,0.43333,0.55434,0.121
flat,contest-off,43,17637251419707082204,1,29,0,0,222,16,0.4,0.65539,0.25539,0.44,0.68396,0.24396,0.48,0.50472,0.02472,0.52,0.52763,0.00763,0.56,0.73163,0.17163,0.6,0.78325,0.18325,0.56667,0.54401,-0.02266,0.53333,0.39069,-0.14264,0.5,0.28992,-0.21008,0.46667,0.40977,-0.0569,0.43333,0.41788,-0.01546
flat,contest-off,44,1027717180673803295,0.95833,48,0,0,217,16,0.4,0.41336,0.01336,0.44,0.55268,0.11268,0.48,0.53966,0.05966,0.52,0.57754,0.05754,0.56,0.65803,0.09803,0.6,0.70572,0.10572,0.56667,0.38241,-0.18426,0.53333,0.44595,-0.08738,0.5,0.42217,-0.07783,0.46667,0.4023,-0.06437,0.43333,0.34093,-0.0924
flat,contest-off,45,6165566249188845493,0.875,48,0,0,230,15,0.4,0.49005,0.09005,0.44,0.54234,0.10234,0.48,0.55583,0.07583,0.52,0.53249,0.01249,0.56,0.65958,0.09958,0.6,0.72921,0.12921,0.56667,0.3364,-0.23027,0.53333,0.44673,-0.08661,0.5,0.52261,0.02261,0.46667,0.37764,-0.08902,0.43333,0.58654,0.15321
flat,contest-off,46,136548537978555485,0.91667,48,0,0,235,15,0.4,0.41493,0.01493,0.44,0.46679,0.02679,0.48,0.53347,0.05347,0.52,0.63373,0.11373,0.56,0.68163,0.12163,0.6,0.71705,0.11705,0.56667,0.46718,-0.09949,0.53333,0.6266,0.09327,0.5,0.37713,-0.12287,0.46667,0.3485,-0.11817,0.43333,0.49766,0.06432
flat,contest-off,47,9316163382852529027,0.95833,48,0,0,224,14,0.4,0.46019,0.06019,0.44,0.48823,0.04823,0.48,0.47839,-0.00161,0.52,0.53491,0.01491,0.56,0.50966,-0.05034,0.6,0.64913,0.04913,0.56667,0.57123,0.00457,0.53333,0.51827,-0.01506,0.5,0.61471,0.11471,0.46667,0.54499,0.07833,0.43333,0.36324,-0.0701
flat,contest-off,48,17269702810126497508,0.91667,48,0,0,234,14,0.4,0.42787,0.02787,0.44,0.52082,0.08082,0.48,0.57492,0.09492,0.52,0.63285,0.11285,0.56,0.55878,-0.00122,0.6,0.73263,0.13263,0.56667,0.29063,-0.27604,0.53333,0.44616,-0.08718,0.5,0.30997,-0.19003,0.46667,0.41273,-0.05394,0.43333,0.35397,-0.07936
flat,contest-off,49,989344275094421313,0.91667,48,0,0,228,16,0.4,0.55787,0.15787,0.44,0.52652,0.08652,0.48,0.63375,0.15375,0.52,0.68849,0.16849,0.56,0.66602,0.10602,0.6,0.78261,0.18261,0.56667,0.44931,-0.11735,0.53333,0.45154,-0.08179,0.5,0.4484,-0.0516,0.46667,0.43256,-0.0341,0.43333,0.54269,0.10936
flat,contest-off,50,5465178356616926799,0.95833,47,0,0,215,13,0.4,0.4906,0.0906,0.44,0.50777,0.06777,0.48,0.52583,0.04583,0.52,0.58403,0.06403,0.56,0.59124,0.03124,0.6,0.64008,0.04008,0.56667,0.53893,-0.02774,0.53333,0.36315,-0.17018,0.5,0.4066,-0.0934,0.46667,0.3789,-0.08777,0.43333,0.463,0.02966
flat,contest-off,51,5409524142173643721,0.95833,48,0,0,231,16,0.4,0.44097,0.04097,0.44,0.53497,0.09497,0.48,0.61823,0.13823,0.52,0.43118,-0.08882,0.56,0.6529,0.0929,0.6,0.85361,0.25361,0.56667,0.73328,0.16661,0.53333,0.29185,-0.24148,0.5,0.50254,0.00254,0.46667,0.30311,-0.16356,0.43333,0.3751,-0.05823
flat,contest-off,52,224120738044030751,1,48,0,0,222,13,0.4,0.44052,0.04052,0.44,0.4371,-0.0029,0.48,0.54725,0.06725,0.52,0.49401,-0.02599,0.56,0.6202,0.0602,0.6,0.61896,0.01896,0.56667,0.49179,-0.07488,0.53333,0.42335,-0.10998,0.5,0.38092,-0.11908,0.46667,0.48906,0.02239,0.43333,0.48104,0.04771
flat,contest-off,53,9446150716658977316,0.95833,0,1,0,231,16,0.4,0.55248,0.15248,0.44,0.41406,-0.02594,0.48,0.48427,0.00427,0.52,0.50028,-0.01972,0.56,0.52924,-0.03076,0.6,0.74932,0.14932,0.56667,0.68747,0.1208,0.53333,0.52466,-0.00867,0.5,0.43,-0.07,0.46667,0.36068,-0.10599,0.43333,0.35702,-0.07631
flat,contest-off,54,13510004182353225280,0.91667,47,0,0,238,16,0.4,0.57413,0.17413,0.44,0.47068,0.03068,0.48,0.5887,0.1087,0.52,0.62947,0.10947,0.56,0.61555,0.05555,0.6,0.77492,0.17492,0.56667,0.28768,-0.27899,0.53333,0.51999,-0.01334,0.5,0.37788,-0.12212,0.46667,0.35669,-0.10998,0.43333,0.42014,-0.0132
flat,contest-off,55,1488427198280236896,0.95833,48,0,0,210,15,0.4,0.50789,0.10789,0.44,0.5361,0.0961,0.48,0.46294,-0.01706,0.52,0.54972,0.02972,0.56,0.60265,0.04265,0.6,0.59246,-0.00754,0.56667,0.62037,0.0537,0.53333,0.64273,0.10939,0.5,0.69481,0.19481,0.46667,0.41728,-0.04939,0.43333,0.30066,-0.13267
flat,contest-off,56,17901334572539123794,0.95833,48,0,0,237,15,0.4,0.546,0.146,0.44,0.54196,0.10196,0.48,0.59372,0.11372,0.52,0.52968,0.00968,0.56,0.58064,0.02064,0.6,0.74931,0.14931,0.56667,0.51164,-0.05502,0.53333,0.39332,-0.14002,0.5,0.31243,-0.18757,0.46667,0.44106,-0.0256,0.43333,0.37678,-0.05656
flat,contest-off,57,10399856189300663360,0.95833,48,0,0,240,14,0.4,0.47592,0.07592,0.44,0.58334,0.14334,0.48,0.61012,0.13012,0.52,0.58224,0.06224,0.56,0.54288,-0.01712,0.6,0.70704,0.10704,0.56667,0.52387,-0.04279,0.53333,0.51323,-0.02011,0.5,0.26394,-0.23606,0.46667,0.43778,-0.02888,0.43333,0.41205,-0.02128
flat,contest-off,58,549497011944612288,0.875,48,0,0,226,13,0.4,0.51372,0.11372,0.44,0.49191,0.05191,0.48,0.5339,0.0539,0.52,0.54777,0.02777,0.56,0.60106,0.04106,0.6,0.64911,0.04911,0.56667,0.71145,0.14479,0.53333,0.56154,0.02821,0.5,0.28747,-0.21253,0.46667,0.39368,-0.07298,0.43333,0.42543,-0.0079
flat,contest-off,59,3697883835977106777,0.95833,23,0,0,213,15,0.4,0.5114,0.1114,0.44,0.5364,0.0964,0.48,0.54616,0.06616,0.52,0.61344,0.09344,0.56,0.63413,0.07413,0.6,0.67999,0.07999,0.56667,0.53519,-0.03147,0.53333,0.39563,-0.1377,0.5,0.44283,-0.05717,0.46667,0.56463,0.09796,0.43333,0.50964,0.07631
flat,contest-off,60,13410960064154805787,0.95833,48,0,0,234,15,0.4,0.53157,0.13157,0.44,0.43897,-0.00103,0.48,0.6544,0.1744,0.52,0.56231,0.04231,0.56,0.56765,0.00765,0.6,0.73391,0.13391,0.56667,0.2894,-0.27727,0.53333,0.46918,-0.06416,0.5,0.41919,-0.08081,0.46667,0.61435,0.14768,0.43333,0.46565,0.03232
flat,contest-off,61,1875407949256707172,0.95833,47,0,0,218,13,0.4,0.39385,-0.00615,0.44,0.54184,0.10184,0.48,0.44165,-0.03835,0.52,0.38655,-0.13345,0.56,0.58963,0.02963,0.6,0.5348,-0.0652,0.56667,0.62197,0.05531,0.53333,0.68105,0.14772,0.5,0.5267,0.0267,0.46667,0.2594,-0.20727,0.43333,0.31602,-0.11731
flat,contest-off,62,10032100856327675860,0.875,48,0,0,215,13,0.4,0.43223,0.03223,0.44,0.48705,0.04705,0.48,0.48609,0.00609,0.52,0.46141,-0.05859,0.56,0.63336,0.07336,0.6,0.57451,-0.02549,0.56667,0.49818,-0.06849,0.53333,0.56944,0.0361,0.5,0.47276,-0.02724,0.46667,0.49467,0.028,0.43333,0.30215,-0.13119
flat,contest-off,63,10066514270262363218,1,48,0,0,237,13,0.4,0.46056,0.06056,0.44,0.53218,0.09218,0.48,0.5193,0.0393,0.52,0.58852,0.06852,0.56,0.54247,-0.01753,0.6,0.72402,0.12402,0.56667,0.5304,-0.03627,0.53333,0.52562,-0.00771,0.5,0.58899,0.08899,0.46667,0.48931,0.02264,0.43333,0.38499,-0.04834
flat,contest-off,64,15141170224952194550,1,48,0,0,228,14,0.4,0.46679,0.06679,0.44,0.57291,0.13291,0.48,0.50736,0.02736,0.52,0.55759,0.03759,0.56,0.51586,-0.04414,0.6,0.68502,0.08502,0.56667,0.52606,-0.0406,0.53333,0.50069,-0.03264,0.5,0.4034,-0.0966,0.46667,0.37078,-0.09588,0.43333,0.4077,-0.02563
flat,contest-off,65,12468761873187772291,1,48,0,0,209,11,0.4,0.31769,-0.08231,0.44,0.41607,-0.02393,0.48,0.43049,-0.04951,0.52,0.45848,-0.06152,0.56,0.55468,-0.00532,0.6,0.55609,-0.04391,0.56667,0.64301,0.07635,0.53333,0.65808,0.12475,0.5,0.59529,0.09529,0.46667,0.72994,0.26328,0.43333,0.27623,-0.1571
flat,contest-off,66,7668988592588419156,0.95833,48,0,0,218,13,0.4,0.39292,-0.00708,0.44,0.33518,-0.10482,0.48,0.47908,-0.00092,0.52,0.53877,0.01877,0.56,0.49651,-0.06349,0.6,0.60017,0.00017,0.56667,0.57579,0.00912,0.53333,0.65419,0.12085,0.5,0.55983,0.05983,0.46667,0.50303,0.03637,0.43333,0.36257,-0.07076
flat,contest-off,67,6818814266320453655,1,48,0,0,231,13,0.4,0.51707,0.11707,0.44,0.50402,0.06402,0.48,0.50751,0.02751,0.52,0.61028,0.09028,0.56,0.55673,-0.00327,0.6,0.66267,0.06267,0.56667,0.54485,-0.02181,0.53333,0.47877,-0.05456,0.5,0.38779,-0.11221,0.46667,0.39467,-0.072,0.43333,0.45688,0.02355
flat,contest-off,68,15456195527016521851,0.91667,46,0,0,210,14,0.4,0.47845,0.07845,0.44,0.52753,0.08753,0.48,0.51127,0.03127,0.52,0.62831,0.10831,0.56,0.65523,0.09523,0.6,0.6974,0.0974,0.56667,0.26652,-0.30015,0.53333,0.43216,-0.10118,0.5,0.4845,-0.0155,0.46667,0.46708,0.00041,0.43333,0.41648,-0.01685
flat,contest-off,69,4040803916042224702,0.91667,48,0,0,223,13,0.4,0.46609,0.06609,0.44,0.55833,0.11833,0.48,0.50672,0.02672,0.52,0.53908,0.01908,0.56,0.68316,0.12316,0.6,0.74393,0.14393,0.56667,0.70502,0.13835,0.53333,0.5105,-0.02283,0.5,0.36261,-0.13739,0.46667,0.38086,-0.08581,0.43333,0.42053,-0.0128
flat,contest-off,70,1137938999003516687,0.875,48,0,0,256,13,0.4,0.4592,0.0592,0.44,0.50663,0.06663,0.48,0.53138,0.05138,0.52,0.52469,0.00469,0.56,0.66234,0.10234,0.6,0.7346,0.1346,0.56667,0.41119,-0.15547,0.53333,0.42788,-0.10546,0.5,0.36188,-0.13812,0.46667,0.35959,-0.10708,0.43333,0.43854,0.00521
flat,contest-off,71,7489985897926120090,0.95833,44,0,0,236,14,0.4,0.46624,0.06624,0.44,0.56448,0.12448,0.48,0.46207,-0.01793,0.52,0.56324,0.04324,0.56,0.61133,0.05133,0.6,0.73795,0.13795,0.56667,0.51507,-0.05159,0.53333,0.57672,0.04339,0.5,0.35262,-0.14738,0.46667,0.33984,-0.12683,0.43333,0.3831,-0.05024
flat,contest-off,72,5092485174043224441,1,0,1,0,231,14,0.4,0.43094,0.03094,0.44,0.52925,0.08925,0.48,0.43483,-0.04517,0.52,0.37292,-0.14708,0.56,0.59903,0.03903,0.6,0.78392,0.18392,0.56667,0.64293,0.07626,0.53333,0.43479,-0.09854,0.5,0.3773,-0.1227,0.46667,0.40127,-0.0654,0.43333,0.4084,-0.02493
flat,contest-off,73,31090409693519604,0.875,48,0,0,242,15,0.4,0.56982,0.16982,0.44,0.55522,0.11522,0.48,0.61595,0.13595,0.52,0.68571,0.16571,0.56,0.57529,0.01529,0.6,0.67437,0.07437,0.56667,0.46545,-0.10122,0.53333,0.36408,-0.16926,0.5,0.45416,-0.04584,0.46667,0.50377,0.0371,0.43333,0.43046,-0.00287
flat,contest-off,74,7932344946769249489,0.95833,36,0,0,227,17,0.4,0.58325,0.18325,0.44,0.56638,0.12638,0.48,0.59661,0.11661,0.52,0.57594,0.05594,0.56,0.74434,0.18434,0.6,0.72558,0.12558,0.56667,0.60294,0.03627,0.53333,0.27462,-0.25871,0.5,0.46724,-0.03276,0.46667,0.3349,-0.13177,0.43333,0.46287,0.02953
flat,contest-off,75,2723025664977858554,0.91667,0,1,0,212,10,0.4,0.35122,-0.04878,0.44,0.37056,-0.06944,0.48,0.39512,-0.08488,0.52,0.42199,-0.09801,0.56,0.53457,-0.02543,0.6,0.56655,-0.03345,0.56667,0.64837,0.0817,0.53333,0.60215,0.06881,0.5,0.69142,0.19142,0.46667,0.49792,0.03126,0.43333,0.37629,-0.05704
flat,contest-off,76,17555618669146606331,0.95833,48,0,0,231,12,0.4,0.46392,0.06392,0.44,0.57683,0.13683,0.48,0.54332,0.06332,0.52,0.44567,-0.07433,0.56,0.61715,0.05715,0.6,0.69779,0.09779,0.56667,0.51317,-0.05349,0.53333,0.33589,-0.19745,0.5,0.5277,0.0277,0.46667,0.45895,-0.00772,0.43333,0.48699,0.05365
flat,contest-off,77,15489726122170687817,0.875,17,0,0,216,16,0.4,0.46471,0.06471,0.44,0.43056,-0.00944,0.48,0.48576,0.00576,0.52,0.53361,0.01361,0.56,0.50723,-0.05277,0.6,0.69745,0.09745,0.56667,0.65586,0.08919,0.53333,0.66084,0.12751,0.5,0.4618,-0.0382,0.46667,0.35387,-0.1128,0.43333,0.50247,0.06914
flat,contest-off,78,5926282300758059107,1,47,0,0,200,12,0.4,0.35727,-0.04273,0.44,0.49855,0.05855,0.48,0.45332,-0.02668,0.52,0.60541,0.08541,0.56,0.56169,0.00169,0.6,0.59701,-0.00299,0.56667,0.56447,-0.00219,0.53333,0.65898,0.12565,0.5,0.64551,0.14551,0.46667,0.37278,-0.09389,0.43333,0.25757,-0.17576
flat,contest-off,79,5405928994654603223,1,48,0,0,244,13,0.4,0.55923,0.15923,0.44,0.46996,0.02996,0.48,0.61937,0.13937,0.52,0.6027,0.0827,0.56,0.68841,0.12841,0.6,0.77746,0.17746,0.56667,0.35681,-0.20986,0.53333,0.38068,-0.15265,0.5,0.43296,-0.06704,0.46667,0.37944,-0.08723,0.43333,0.46054,0.02721
flat,contest-off,80,5907706972281771250,1,48,0,0,231,15,0.4,0.56232,0.16232,0.44,0.59806,0.15806,0.48,0.6197,0.1397,0.52,0.52891,0.00891,0.56,0.47377,-0.08623,0.6,0.67536,0.07536,0.56667,0.34029,-0.22638,0.53333,0.43913,-0.0942,0.5,0.36377,-0.13623,0.46667,0.50722,0.04055,0.43333,0.47742,0.04409
flat,contest-off,81,1899683707432281553,0.95833,48,0,0,230,13,0.4,0.40584,0.00584,0.44,0.39326,-0.04674,0.48,0.42016,-0.05984,0.52,0.30508,-0.21492,0.56,0.53348,-0.02652,0.6,0.66922,0.06922,0.56667,0.70744,0.14078,0.53333,0.67264,0.1393,0.5,0.3102,-0.1898,0.46667,0.34655,-0.12012,0.43333,0.46957,0.03624
flat,contest-off,82,18346404550723593499,0.91667,0,1,0,222,11,0.4,0.34441,-0.05559,0.44,0.3707,-0.0693,0.48,0.52719,0.04719,0.52,0.4699,-0.0501,0.56,0.51259,-0.04741,0.6,0.58162,-0.01838,0.56667,0.55107,-0.0156,0.53333,0.60283,0.06949,0.5,0.57756,0.07756,0.46667,0.64076,0.17409,0.43333,0.27454,-0.15879
flat,contest-off,83,13205022914789815761,0.95833,48,0,0,235,13,0.4,0.46779,0.06779,0.44,0.59641,0.15641,0.48,0.48176,0.00176,0.52,0.59366,0.07366,0.56,0.57724,0.01724,0.6,0.69245,0.09245,0.56667,0.32226,-0.24441,0.53333,0.42888,-0.10446,0.5,0.39051,-0.10949,0.46667,0.52539,0.05873,0.43333,0.41987,-0.01347
flat,contest-off,84,18029231872640463127,0.95833,48,0,0,236,13,0.4,0.42327,0.02327,0.44,0.53114,0.09114,0.48,0.46365,-0.01635,0.52,0.49111,-0.02889,0.56,0.493,-0.067,0.6,0.69527,0.09527,0.56667,0.61639,0.04972,0.53333,0.46023,-0.07311,0.5,0.45832,-0.04168,0.46667,0.6045,0.13783,0.43333,0.36909,-0.06424
flat,contest-off,85,1871601494284249592,1,44,0,0,229,14,0.4,0.47889,0.07889,0.44,0.64635,0.20635,0.48,0.59845,0.11845,0.52,0.54314,0.02314,0.56,0.63291,0.07291,0.6,0.75326,0.15326,0.56667,0.58615,0.01948,0.53333,0.35082,-0.18251,0.5,0.36359,-0.13641,0.46667,0.39576,-0.0709,0.43333,0.45313,0.0198
flat,contest-off,86,12308645983382210185,0.95833,0,1,0,194,11,0.4,0.38279,-0.01721,0.44,0.37938,-0.06062,0.48,0.48196,0.00196,0.52,0.42594,-0.09406,0.56,0.5181,-0.0419,0.6,0.5593,-0.0407,0.56667,0.59227,0.0256,0.53333,0.68654,0.15321,0.5,0.54075,0.04075,0.46667,0.55576,0.08909,0.43333,0.65614,0.2228
flat,contest-off,87,8726726975995727675,0.95833,48,0,0,219,14,0.4,0.51319,0.11319,0.44,0.38067,-0.05933,0.48,0.44755,-0.03245,0.52,0.40262,-0.11738,0.56,0.51382,-0.04618,0.6,0.56037,-0.03963,0.56667,0.64102,0.07435,0.53333,0.64418,0.11084,0.5,0.61057,0.11057,0.46667,0.24272,-0.22395,0.43333,0.39336,-0.03997
flat,contest-off,88,8984577425490226038,1,48,0,0,218,13,0.4,0.44282,0.04282,0.44,0.64444,0.20444,0.48,0.61548,0.13548,0.52,0.67457,0.15457,0.56,0.65179,0.09179,0.6,0.66698,0.06698,0.56667,0.35982,-0.20685,0.53333,0.36514,-0.16819,0.5,0.43286,-0.06714,0.46667,0.43222,-0.03445,0.43333,0.37457,-0.05877
flat,contest-off,89,12559019016235323662,0.95833,48,0,0,234,12,0.4,0.43347,0.03347,0.44,0.51277,0.07277,0.48,0.56199,0.08199,0.52,0.54187,0.02187,0.56,0.57081,0.01081,0.6,0.63685,0.03685,0.56667,0.52194,-0.04473,0.53333,0.44741,-0.08593,0.5,0.37342,-0.12658,0.46667,0.48193,0.01527,0.43333,0.43397,0.00063
flat,contest-off,90,10266926609119089527,0.875,48,0,0,211,12,0.4,0.42492,0.02492,0.44,0.53504,0.09504,0.48,0.51366,0.03366,0.52,0.45685,-0.06315,0.56,0.70759,0.14759,0.6,0.68427,0.08427,0.56667,0.5046,-0.06207,0.53333,0.49519,-0.03814,0.5,0.35707,-0.14293,0.46667,0.4219,-0.04476,0.43333,0.43594,0.00261
flat,contest-off,91,16482440714498605360,0.95833,48,0,0,217,14,0.4,0.4605,0.0605,0.44,0.44129,0.00129,0.48,0.52815,0.04815,0.52,0.55567,0.03567,0.56,0.61507,0.05507,0.6,0.69973,0.09973,0.56667,0.5638,-0.00287,0.53333,0.45884,-0.0745,0.5,0.40038,-0.09962,0.46667,0.40408,-0.06258,0.43333,0.47362,0.04029
flat,contest-off,92,3502030027165982560,0.91667,48,0,0,232,14,0.4,0.37854,-0.02146,0.44,0.64262,0.20262,0.48,0.65891,0.17891,0.52,0.60791,0.08791,0.56,0.63624,0.07624,0.6,0.69913,0.09913,0.56667,0.41568,-0.15099,0.53333,0.46462,-0.06871,0.5,0.28262,-0.21738,0.46667,0.41906,-0.04761,0.43333,0.51127,0.07794
flat,contest-off,93,13683216563311264015,0.95833,48,0,0,217,14,0.4,0.44879,0.04879,0.44,0.6242,0.1842,0.48,0.55171,0.07171,0.52,0.60243,0.08243,0.56,0.64522,0.08522,0.6,0.68083,0.08083,0.56667,0.37497,-0.1917,0.53333,0.44576,-0.08757,0.5,0.38801,-0.11199,0.46667,0.46222,-0.00445,0.43333,0.40235,-0.03098
flat,contest-off,94,6603727242683418797,0.91667,48,0,0,226,13,0.4,0.4476,0.0476,0.44,0.41648,-0.02352,0.48,0.50587,0.02587,0.52,0.54561,0.02561,0.56,0.54252,-0.01748,0.6,0.64713,0.04713,0.56667,0.64388,0.07722,0.53333,0.49511,-0.03822,0.5,0.46964,-0.03036,0.46667,0.37784,-0.08883,0.43333,0.3643,-0.06903
flat,contest-off,95,7375021225528741353,0.91667,47,0,0,221,12,0.4,0.32322,-0.07678,0.44,0.37546,-0.06454,0.48,0.413,-0.067,0.52,0.49386,-0.02614,0.56,0.53427,-0.02573,0.6,0.63878,0.03878,0.56667,0.6021,0.03543,0.53333,0.59853,0.0652,0.5,0.57133,0.07133,0.46667,0.47546,0.00879,0.43333,0.35959,-0.07375
flat,contest-off,96,5037755496174185299,0.95833,48,0,0,220,16,0.4,0.56232,0.16232,0.44,0.65773,0.21773,0.48,0.55493,0.07493,0.52,0.55096,0.03096,0.56,0.57589,0.01589,0.6,0.684,0.084,0.56667,0.7131,0.14644,0.53333,0.34213,-0.19121,0.5,0.38186,-0.11814,0.46667,0.45507,-0.01159,0.43333,0.48768,0.05435
flat,contest-off,97,17127955476766807883,0.95833,48,0,0,233,14,0.4,0.53106,0.13106,0.44,0.58053,0.14053,0.48,0.49768,0.01768,0.52,0.56491,0.04491,0.56,0.56552,0.00552,0.6,0.68864,0.08864,0.56667,0.50707,-0.0596,0.53333,0.34505,-0.18829,0.5,0.37209,-0.12791,0.46667,0.45961,-0.00706,0.43333,0.38852,-0.04481
flat,contest-off,98,12973540678641363184,0.875,48,0,0,217,13,0.4,0.37002,-0.02998,0.44,0.41054,-0.02946,0.48,0.42069,-0.05931,0.52,0.53992,0.01992,0.56,0.48704,-0.07296,0.6,0.66362,0.06362,0.56667,0.62902,0.06235,0.53333,0.6678,0.13447,0.5,0.61353,0.11353,0.46667,0.50215,0.03548,0.43333,0.26753,-0.16581
flat,contest-off,99,865902426554091854,0.91667,48,0,0,215,13,0.4,0.41269,0.01269,0.44,0.50199,0.06199,0.48,0.5308,0.0508,0.52,0.56473,0.04473,0.56,0.56489,0.00489,0.6,0.6512,0.0512,0.56667,0.47715,-0.08952,0.53333,0.47536,-0.05798,0.5,0.59242,0.09242,0.46667,0.63368,0.16701,0.43333,0.49046,0.05713
flat,contest-off,100,18352105998008284712,0.91667,48,0,0,224,12,0.4,0.42347,0.02347,0.44,0.45722,0.01722,0.48,0.4519,-0.0281,0.52,0.48686,-0.03314,0.56,0.60824,0.04824,0.6,0.5484,-0.0516,0.56667,0.71611,0.14944,0.53333,0.61713,0.08379,0.5,0.60849,0.10849,0.46667,0.5404,0.07373,0.43333,0.24412,-0.18921
flat,contest-off,101,10430894707570953205,0.875,48,0,0,235,13,0.4,0.55788,0.15788,0.44,0.41107,-0.02893,0.48,0.64884,0.16884,0.52,0.57427,0.05427,0.56,0.59581,0.03581,0.6,0.70225,0.10225,0.56667,0.58291,0.01624,0.53333,0.57337,0.04004,0.5,0.28196,-0.21804,0.46667,0.35345,-0.11321,0.43333,0.42243,-0.0109
flat,contest-off,102,5439232914762470285,1,0,1,0,212,13,0.4,0.35579,-0.04421,0.44,0.65028,0.21028,0.48,0.62759,0.14759,0.52,0.53622,0.01622,0.56,0.61695,0.05695,0.6,0.65202,0.05202,0.56667,0.64221,0.07554,0.53333,0.44243,-0.0909,0.5,0.33412,-0.16588,0.46667,0.36476,-0.10191,0.43333,0.5218,0.08847
flat,contest-off,103,9368138848355069870,0.91667,48,0,0,216,14,0.4,0.47088,0.07088,0.44,0.58975,0.14975,0.48,0.60584,0.12584,0.52,0.56083,0.04083,0.56,0.54904,-0.01096,0.6,0.7391,0.1391,0.56667,0.88256,0.3159,0.53333,0.31874,-0.21459,0.5,0.2979,-0.2021,0.46667,0.29862,-0.16805,0.43333,0.36629,-0.06705
flat,contest-off,104,4231481909650622364,0.875,0,1,0,218,12,0.4,0.39668,-0.00332,0.44,0.48741,0.04741,0.48,0.46259,-0.01741,0.52,0.54891,0.02891,0.56,0.59988,0.03988,0.6,0.7392,0.1392,0.56667,0.67725,0.11058,0.53333,0.37758,-0.15575,0.5,0.34159,-0.15841,0.46667,0.36787,-0.09879,0.43333,0.42868,-0.00465
flat,contest-off,105,8814735678921370171,0.95833,47,0,0,217,16,0.4,0.53243,0.13243,0.44,0.39287,-0.04713,0.48,0.51453,0.03453,0.52,0.46013,-0.05987,0.56,0.481,-0.079,0.6,0.56983,-0.03017,0.56667,0.58058,0.01392,0.53333,0.69729,0.16396,0.5,0.73023,0.23023,0.46667,0.52965,0.06299,0.43333,0.29946,-0.13388
flat,contest-off,106,9891894297117357278,0.83333,48,0,0,232,11,0.4,0.46109,0.06109,0.44,0.48662,0.04662,0.48,0.56326,0.08326,0.52,0.5827,0.0627,0.56,0.61373,0.05373,0.6,0.63777,0.03777,0.56667,0.61384,0.04718,0.53333,0.59089,0.05756,0.5,0.43769,-0.06231,0.46667,0.29401,-0.17265,0.43333,0.43336,0.00003
flat,contest-off,107,12745335815206042664,0.91667,48,0,0,232,14,0.4,0.42139,0.02139,0.44,0.33911,-0.10089,0.48,0.57479,0.09479,0.52,0.4028,-0.1172,0.56,0.65554,0.09554,0.6,0.64679,0.04679,0.56667,0.57478,0.00811,0.53333,0.37637,-0.15697,0.5,0.47174,-0.02826,0.46667,0.38179,-0.08487,0.43333,0.43016,-0.00317
flat,contest-off,108,15353574346168810305,1,48,0,0,243,11,0.4,0.34898,-0.05102,0.44,0.43782,-0.00218,0.48,0.44609,-0.03391,0.52,0.47114,-0.04886,0.56,0.58768,0.02768,0.6,0.7106,0.1106,0.56667,0.61522,0.04855,0.53333,0.59353,0.0602,0.5,0.36926,-0.13074,0.46667,0.40677,-0.05989,0.43333,0.38315,-0.05019
flat,contest-off,109,11882524922130941892,0.91667,48,0,0,225,12,0.4,0.35893,-0.04107,0.44,0.51798,0.07798,0.48,0.62534,0.14534,0.52,0.50828,-0.01172,0.56,0.62303,0.06303,0.6,0.64975,0.04975,0.56667,0.29508,-0.27159,0.53333,0.35671,-0.17662,0.5,0.40317,-0.09683,0.46667,0.50921,0.04254,0.43333,0.59733,0.16399
flat,contest-off,110,11267545885133853161,0.875,48,0,0,236,16,0.4,0.53707,0.13707,0.44,0.42855,-0.01145,0.48,0.47829,-0.00171,0.52,0.58294,0.06294,0.56,0.55037,-0.00963,0.6,0.81054,0.21054,0.56667,0.75963,0.19296,0.53333,0.3369,-0.19644,0.5,0.43984,-0.06016,0.46667,0.30809,-0.15858,0.43333,0.42451,-0.00882
flat,contest-off,111,15875463207973347544,1,0,1,0,213,15,0.4,0.41447,0.01447,0.44,0.43211,-0.00789,0.48,0.52351,0.04351,0.52,0.5128,-0.0072,0.56,0.59012,0.03012,0.6,0.65631,0.05631,0.56667,0.59674,0.03007,0.53333,0.61955,0.08622,0.5,0.45798,-0.04202,0.46667,0.32908,-0.13759,0.43333,0.44926,0.01593
